"patent_id";"serial_number";"event_type";"event_date";"event_code";"event_description"
US10014863B2;"1";Assignment;"2016/8/8";AS;"Owner name: SYNAPTICS JAPAN GK, JAPAN Free format text: CHANGE OF NAME;ASSIGNOR:SYNAPTICS DISPLAY DEVICES GK;REEL/FRAME:039711/0862 Effective date: 20160701"
US10014863B2;"2";Assignment;"2017/9/27";AS;"Owner name: WELLS FARGO BANK, NATIONAL ASSOCIATION, NORTH CAROLINA Free format text: SECURITY INTEREST;ASSIGNOR:SYNAPTICS INCORPORATED;REEL/FRAME:044037/0896 Effective date: 20170927 Owner name: WELLS FARGO BANK, NATIONAL ASSOCIATION, NORTH CARO Free format text: SECURITY INTEREST;ASSIGNOR:SYNAPTICS INCORPORATED;REEL/FRAME:044037/0896 Effective date: 20170927"
US10014863B2;"3";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10014864B2;"0";Assignment;"2017/6/30";AS;"Owner name: UNIVERSITY OF SOUTH FLORIDA, FLORIDA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:GHOSH, SWAROOP;RAMCLAM, KENNETH;SIGNING DATES FROM 20151103 TO 20160511;REEL/FRAME:042877/0453"
US10014864B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10014874B1;"0";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10014890B2;"0";Assignment;"2017/9/11";AS;"Owner name: TELEFONAKTIEBOLAGET L M ERICSSON (PUBL), SWEDEN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:CHAPMAN, THOMAS;ELFSTROEM, TORBJOERN;GOERANSSON, BO;AND OTHERS;SIGNING DATES FROM 20140328 TO 20150518;REEL/FRAME:043547/0108 Owner name: TELEFONAKTIEBOLAGET LM ERICSSON (PUBL), SWEDEN Free format text: CHANGE OF NAME;ASSIGNOR:TELEFONAKTIEBOLAGET L M ERICSSON (PUBL);REEL/FRAME:043813/0846 Effective date: 20151119"
US10014890B2;"1";Assignment;"2018/1/9";AS;"Owner name: TELEFONAKTIEBOLAGET L M ERICSSON (PUBL), SWEDEN Free format text: CORRECTIVE ASSIGNMENT TO CORRECT THE 1ST ASSIGNOR'S SIGNATURE DATE PREVIOUSLY RECORDED ON REEL 043547 FRAME 0108. ASSIGNOR(S) HEREBY CONFIRMS THE ASSIGNMENT;ASSIGNORS:CHAPMAN, THOMAS;ELFSTROEM, TORBJOERN;GOERANSSON, BO;AND OTHERS;SIGNING DATES FROM 20150327 TO 20150518;REEL/FRAME:045028/0092"
US10014890B2;"2";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10014896B2;"0";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10014905B2;"0";Assignment;"2016/7/20";AS;"Owner name: SONY CORPORATION, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:DANG, JIAN;ZHANG, ZAICHEN;SHI, YU;AND OTHERS;SIGNING DATES FROM 20160617 TO 20160618;REEL/FRAME:039196/0576"
US10014905B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10014907B2;"0";Assignment;"2015/12/3";AS;"Owner name: SAMSUNG ELECTRONICS CO., LTD., KOREA, REPUBLIC OF Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:CHOI, HWANG HO;KIM, DUHO;PARK, JAEHYUN;AND OTHERS;SIGNING DATES FROM 20150821 TO 20150930;REEL/FRAME:037201/0095"
US10014907B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10014942B2;"0";Assignment;"2015/10/20";AS;"Owner name: ADC TELECOMMUNICATIONS, INC., PENNSYLVANIA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:TYCO ELECTRONICS CORPORATION;REEL/FRAME:036907/0571 Effective date: 20150824"
US10014942B2;"1";Assignment;"2015/10/21";AS;"Owner name: TYCO ELECTRONICS SERVICES GMBH, SWITZERLAND Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:ADC TELECOMMUNICATIONS, INC.;TE CONNECTIVITY SOLUTIONS GMBH;REEL/FRAME:036908/0443 Effective date: 20150825"
US10014942B2;"2";Assignment;"2015/10/26";AS;"Owner name: COMMSCOPE EMEA LIMITED, IRELAND Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:TYCO ELECTRONICS SERVICES GMBH;REEL/FRAME:036956/0001 Effective date: 20150828"
US10014942B2;"3";Assignment;"2015/10/29";AS;"Owner name: COMMSCOPE TECHNOLOGIES LLC, NORTH CAROLINA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:COMMSCOPE EMEA LIMITED;REEL/FRAME:037012/0001 Effective date: 20150828"
US10014942B2;"4";Assignment;"2016/1/13";AS;"Owner name: JPMORGAN CHASE BANK, N.A., AS COLLATERAL AGENT, ILLINOIS Free format text: PATENT SECURITY AGREEMENT (TERM);ASSIGNOR:COMMSCOPE TECHNOLOGIES LLC;REEL/FRAME:037513/0709 Effective date: 20151220 Owner name: JPMORGAN CHASE BANK, N.A., AS COLLATERAL AGENT, ILLINOIS Free format text: PATENT SECURITY AGREEMENT (ABL);ASSIGNOR:COMMSCOPE TECHNOLOGIES LLC;REEL/FRAME:037514/0196 Effective date: 20151220 Owner name: JPMORGAN CHASE BANK, N.A., AS COLLATERAL AGENT, IL Free format text: PATENT SECURITY AGREEMENT (ABL);ASSIGNOR:COMMSCOPE TECHNOLOGIES LLC;REEL/FRAME:037514/0196 Effective date: 20151220 Owner name: JPMORGAN CHASE BANK, N.A., AS COLLATERAL AGENT, IL Free format text: PATENT SECURITY AGREEMENT (TERM);ASSIGNOR:COMMSCOPE TECHNOLOGIES LLC;REEL/FRAME:037513/0709 Effective date: 20151220"
US10014942B2;"5";Assignment;"2016/8/19";AS;"Owner name: COMMSCOPE TECHNOLOGIES LLC, NORTH CAROLINA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:COFFEY, JOSEPH C.;PEPE, PAUL JOHN;SIGNING DATES FROM 20160802 TO 20160804;REEL/FRAME:039484/0549"
US10014942B2;"6";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10014942B2;"7";Assignment;"2019/4/9";AS;"Owner name: ANDREW LLC, NORTH CAROLINA Free format text: RELEASE BY SECURED PARTY;ASSIGNOR:JPMORGAN CHASE BANK, N.A.;REEL/FRAME:048840/0001 Effective date: 20190404 Owner name: COMMSCOPE TECHNOLOGIES LLC, NORTH CAROLINA Free format text: RELEASE BY SECURED PARTY;ASSIGNOR:JPMORGAN CHASE BANK, N.A.;REEL/FRAME:048840/0001 Effective date: 20190404 Owner name: ALLEN TELECOM LLC, ILLINOIS Free format text: RELEASE BY SECURED PARTY;ASSIGNOR:JPMORGAN CHASE BANK, N.A.;REEL/FRAME:048840/0001 Effective date: 20190404 Owner name: REDWOOD SYSTEMS, INC., NORTH CAROLINA Free format text: RELEASE BY SECURED PARTY;ASSIGNOR:JPMORGAN CHASE BANK, N.A.;REEL/FRAME:048840/0001 Effective date: 20190404 Owner name: COMMSCOPE, INC. OF NORTH CAROLINA, NORTH CAROLINA Free format text: RELEASE BY SECURED PARTY;ASSIGNOR:JPMORGAN CHASE BANK, N.A.;REEL/FRAME:048840/0001 Effective date: 20190404 Owner name: ALLEN TELECOM LLC, ILLINOIS Free format text: RELEASE BY SECURED PARTY;ASSIGNOR:JPMORGAN CHASE BANK, N.A.;REEL/FRAME:049260/0001 Effective date: 20190404 Owner name: COMMSCOPE, INC. OF NORTH CAROLINA, NORTH CAROLINA Free format text: RELEASE BY SECURED PARTY;ASSIGNOR:JPMORGAN CHASE BANK, N.A.;REEL/FRAME:049260/0001 Effective date: 20190404 Owner name: REDWOOD SYSTEMS, INC., NORTH CAROLINA Free format text: RELEASE BY SECURED PARTY;ASSIGNOR:JPMORGAN CHASE BANK, N.A.;REEL/FRAME:049260/0001 Effective date: 20190404 Owner name: ANDREW LLC, NORTH CAROLINA Free format text: RELEASE BY SECURED PARTY;ASSIGNOR:JPMORGAN CHASE BANK, N.A.;REEL/FRAME:049260/0001 Effective date: 20190404 Owner name: COMMSCOPE TECHNOLOGIES LLC, NORTH CAROLINA Free format text: RELEASE BY SECURED PARTY;ASSIGNOR:JPMORGAN CHASE BANK, N.A.;REEL/FRAME:049260/0001 Effective date: 20190404"
US10014942B2;"8";Assignment;"2019/7/3";AS;"Owner name: WILMINGTON TRUST, NATIONAL ASSOCIATION, AS COLLATE Free format text: PATENT SECURITY AGREEMENT;ASSIGNOR:COMMSCOPE TECHNOLOGIES LLC;REEL/FRAME:049892/0051 Effective date: 20190404 Owner name: JPMORGAN CHASE BANK, N.A., NEW YORK Free format text: TERM LOAN SECURITY AGREEMENT;ASSIGNORS:COMMSCOPE, INC. OF NORTH CAROLINA;COMMSCOPE TECHNOLOGIES LLC;ARRIS ENTERPRISES LLC;AND OTHERS;REEL/FRAME:049905/0504 Effective date: 20190404 Owner name: JPMORGAN CHASE BANK, N.A., NEW YORK Free format text: ABL SECURITY AGREEMENT;ASSIGNORS:COMMSCOPE, INC. OF NORTH CAROLINA;COMMSCOPE TECHNOLOGIES LLC;ARRIS ENTERPRISES LLC;AND OTHERS;REEL/FRAME:049892/0396 Effective date: 20190404 Owner name: WILMINGTON TRUST, NATIONAL ASSOCIATION, AS COLLATERAL AGENT, CONNECTICUT Free format text: PATENT SECURITY AGREEMENT;ASSIGNOR:COMMSCOPE TECHNOLOGIES LLC;REEL/FRAME:049892/0051 Effective date: 20190404"
US10014943B2;"0";Assignment;"2016/9/26";AS;"Owner name: TELEFONAKTIEBOLAGET LM ERICSSON (PUBL), SWEDEN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:FRANCESCO, TESTA;PRESI, MARCO;D'ERRICO, ANTONIO;AND OTHERS;SIGNING DATES FROM 20140328 TO 20140414;REEL/FRAME:039859/0295"
US10014943B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10014962B2;"0";Assignment;"2017/5/12";AS;"Owner name: ETS-LINDGREN INC., TEXAS Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:FOEGELLE, MICHAEL DAVID;REEL/FRAME:042357/0229 Effective date: 20170504"
US10014962B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10014988B2;"0";Assignment;"2017/3/27";AS;"Owner name: GOLDPEAK INNOVATIONS INC, KOREA, REPUBLIC OF Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:PANTECH INC;REEL/FRAME:042098/0653 Effective date: 20161031"
US10014988B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10014988B2;"2";Assignment;"2020/5/13";AS;"Owner name: PANTECH CORPORATION, KOREA, REPUBLIC OF Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:GOLDPEAK INNOVATIONS INC;REEL/FRAME:052657/0066 Effective date: 20200507"
US10014988B2;"3";Maintenance fee payment;"2021/12/6";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10014993B2;"0";Assignment;"2016/7/13";AS;"Owner name: TELEFONAKTIEBOLAGET LM ERICSSON (PUBL), SWEDEN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:TEYEB, OUMER;CENTONZA, ANGELO;REEL/FRAME:039146/0848 Effective date: 20130422"
US10014993B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10014999B2;"0";Assignment;"2016/7/22";AS;"Owner name: SHARP KABUSHIKI KAISHA, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:WANG, FENG;LIU, RENMAO;SIGNING DATES FROM 20160616 TO 20160620;REEL/FRAME:039231/0175"
US10014999B2;"1";Assignment;"2016/8/5";AS;"Owner name: SHARP KABUSHIKI KAISHA, JAPAN Free format text: CHANGE OF ADDRESS OF THE RECEIVING PARTY;ASSIGNOR:SHARP KABUSHIKI KAISHA;REEL/FRAME:039680/0871 Effective date: 20160728"
US10014999B2;"2";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10014999B2;"3";Maintenance fee payment;"2021/12/9";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10015013B2;"0";Assignment;"2014/7/17";AS;"Owner name: ADOBE SYSTEMS INCORPORATED, CALIFORNIA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:SANSO, ANTONIO;TEOFILI, TOMMASO;SIGNING DATES FROM 20140715 TO 20140717;REEL/FRAME:033336/0737"
US10015013B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015013B2;"2";Assignment;"2019/4/8";AS;"Owner name: ADOBE INC., CALIFORNIA Free format text: CHANGE OF NAME;ASSIGNOR:ADOBE SYSTEMS INCORPORATED;REEL/FRAME:048867/0882 Effective date: 20181008"
US10015031B2;"0";Assignment;"2016/5/25";AS;"Owner name: LG ELECTRONICS INC., KOREA, REPUBLIC OF Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:YI, YUNJUNG;PARK, JONGHYUN;YANG, SUCKCHEL;AND OTHERS;REEL/FRAME:038716/0449 Effective date: 20160523"
US10015031B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015031B2;"2";Maintenance fee payment;"2021/12/6";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10015033B2;"0";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015033B2;"1";Maintenance fee payment;"2021/12/13";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10015043B2;"0";Assignment;"2016/11/29";AS;"Owner name: HYBEE, INC., KOREA, REPUBLIC OF Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:LEE, YONG HWAN;HAN, JIN SEOK;SIGNING DATES FROM 20161104 TO 20161107;REEL/FRAME:040449/0639"
US10015043B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015045B2;"0";Assignment;"2015/5/13";AS;"Owner name: CANON KABUSHIKI KAISHA, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:NAKAJIMA, TAKAFUMI;REEL/FRAME:035656/0187 Effective date: 20141020"
US10015045B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015058B2;"0";Assignment;"2015/2/12";AS;"Owner name: NATIONAL TSING HUA UNIVERSITY, TAIWAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:YEH, WEI-CHANG;REEL/FRAME:034946/0566 Effective date: 20150116"
US10015058B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015076B2;"0";Assignment;"2016/5/16";AS;"Owner name: FUJITSU LIMITED, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:KANAYAMA, YASUTAKA;TANISHO, MOTOYUKI;REEL/FRAME:038605/0969 Effective date: 20160510"
US10015076B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015081B1;"0";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015082B2;"0";Assignment;"2015/7/31";AS;"Owner name: JUNIPER NETWORKS, INC., CALIFORNIA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:JIANG, DONGYI;SHANG, JIN;YU, DAVID;AND OTHERS;REEL/FRAME:036229/0858 Effective date: 20120628"
US10015082B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015116B2;"0";Assignment;"2017/2/21";AS;"Owner name: 1E LIMITED, UNITED KINGDOM Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:SAXTON, MICK;REEL/FRAME:041327/0132 Effective date: 20170215"
US10015116B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015129B2;"0";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015137B2;"0";Assignment;"2016/10/5";AS;"Owner name: SAFRAN ELECTRONICS & DEFENSE, FRANCE Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:COURTEILLE, JEAN-MARIE;REEL/FRAME:039949/0629 Effective date: 20160912"
US10015137B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015146B2;"0";Assignment;"2016/4/27";AS;"Owner name: TATA CONSULTANCY SERVICES LTD., INDIA Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:BHATTACHARYYA, ABHIJAN;BOSE, TULIKA;BANDYOPADHYAY, SOMA;AND OTHERS;SIGNING DATES FROM 20151117 TO 20151123;REEL/FRAME:038397/0897"
US10015146B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015163B2;"0";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015167B1;"0";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015195B2;"0";Assignment;"2014/3/27";AS;"Owner name: CONTINENTAL TEVES AG & CO. OHG, GERMANY Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:STAHLIN, ULRICH;SCHERPING, RICHARD;SIGNING DATES FROM 20140312 TO 20140314;REEL/FRAME:032542/0341"
US10015195B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015247B2;"0";Assignment;"2015/7/9";AS;"Owner name: TENCENT TECHNOLOGY (SHENZHEN) COMPANY LIMITED, CHI Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:LIN, XIAODAN;SHEN, YU;LI, PENGKUN;REEL/FRAME:036053/0648 Effective date: 20150707"
US10015247B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015301B1;"0";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015301B1;"1";Maintenance fee payment;"2021/11/30";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YR, SMALL ENTITY (ORIGINAL EVENT CODE: M2551); ENTITY STATUS OF PATENT OWNER: SMALL ENTITY Year of fee payment: 4"
US10015319B2;"0";Assignment;"2015/7/21";AS;"Owner name: NEC CORPORATION, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:OKANOUE, KAZUHIRO;TERASAKI, HIROSHI;KOJIMA, YOSHIHIRO;AND OTHERS;REEL/FRAME:036144/0389 Effective date: 20150713"
US10015319B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015325B2;"0";Assignment;"2015/10/5";AS;"Owner name: CANON KABUSHIKI KAISHA, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:HONDA, NORIKAZU;REEL/FRAME:036731/0448 Effective date: 20150710"
US10015325B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015333B2;"0";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015333B2;"1";Maintenance fee payment;"2021/12/9";MAFP;"Free format text: PAYMENT OF MAINTENANCE FEE, 4TH YEAR, LARGE ENTITY (ORIGINAL EVENT CODE: M1551); ENTITY STATUS OF PATENT OWNER: LARGE ENTITY Year of fee payment: 4"
US10015334B2;"0";Assignment;"2016/3/2";AS;"Owner name: SEIKO EPSON CORPORATION, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:SHIMAZU, MASAMITSU;REEL/FRAME:037874/0154 Effective date: 20130619"
US10015334B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015335B2;"0";Assignment;"2016/10/31";AS;"Owner name: SEIKO EPSON CORPORATION, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:SHUTO, RYOICHI;REEL/FRAME:040176/0245 Effective date: 20160801"
US10015335B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015336B2;"0";Assignment;"2017/2/28";AS;"Owner name: KYOCERA DOCUMENT SOLUTIONS INC., JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:KATAYAMA, SAKI;ANDO, YOSHIHIRO;KAWAMOTO, MASUO;REEL/FRAME:041404/0405 Effective date: 20170118"
US10015336B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015336B2;"2";Certificate of correction;"2018/9/18";CC;""
US10015338B2;"0";Assignment;"2016/10/26";AS;"Owner name: SEIKO EPSON CORPORATION, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:KOYANAGI, NORIYUKI;REEL/FRAME:040132/0360 Effective date: 20160901"
US10015338B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015338B2;"2";Reissue application filed;"2020/7/21";RF;Effective date: 20200623
US10015348B2;"0";Assignment;"2017/4/6";AS;"Owner name: CANON KABUSHIKI KAISHA, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:IKUNO, TAKAO;REEL/FRAME:041867/0647 Effective date: 20170106"
US10015348B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015355B2;"0";Assignment;"2017/2/21";AS;"Owner name: FUJI XEROX CO., LTD., JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:KIYOZUKA, KENSUKE;REEL/FRAME:041319/0319 Effective date: 20170214"
US10015355B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015355B2;"2";Assignment;"2021/8/12";AS;"Owner name: FUJIFILM BUSINESS INNOVATION CORP., JAPAN Free format text: CHANGE OF NAME;ASSIGNOR:FUJI XEROX CO., LTD.;REEL/FRAME:058287/0056 Effective date: 20210401"
US10015358B2;"0";Assignment;"2016/6/2";AS;"Owner name: CANON KABUSHIKI KAISHA, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:TSUNEKAWA, KIYOHIRO;REEL/FRAME:038861/0682 Effective date: 20160216"
US10015358B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015363B2;"0";Assignment;"2017/6/22";AS;"Owner name: KYOCERA DOCUMENT SOLUTIONS INC., JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:YOSHIDA, MASAYA;REEL/FRAME:042789/0833 Effective date: 20170620"
US10015363B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015365B2;"0";Assignment;"2016/9/19";AS;"Owner name: XEROX CORPORATION, CONNECTICUT Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:ROBINSON, DAVID C.;UETZ, TIMOTHY D.;STUMBO, NAN M.;REEL/FRAME:039781/0601 Effective date: 20160901"
US10015365B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015376B2;"0";Assignment;"2014/6/16";AS;"Owner name: CANON KABUSHIKI KAISHA, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:UCHIDA, MINEO;REEL/FRAME:033105/0062 Effective date: 20140310"
US10015376B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015380B2;"0";Assignment;"2009/6/10";AS;"Owner name: INTERNATIONAL BUSINESS MACHINES CORPORATION,NEW YO Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:BENTLEY, STEVEN ROSS;BUI, NHAN XUAN;HANCOCK, REED ALAN;AND OTHERS;SIGNING DATES FROM 20090528 TO 20090602;REEL/FRAME:022809/0344"
US10015380B2;"1";Assignment;"2009/10/20";AS;"Owner name: NCR CORPORATION,OHIO Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:ROQUEMORE, JOHN P., III;REEL/FRAME:023397/0107 Effective date: 20091019 Owner name: NCR CORPORATION, OHIO Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:ROQUEMORE, JOHN P., III;REEL/FRAME:023397/0107 Effective date: 20091019"
US10015380B2;"2";Assignment;"2014/1/15";AS;"Owner name: JPMORGAN CHASE BANK, N.A., AS ADMINISTRATIVE AGENT, ILLINOIS Free format text: SECURITY AGREEMENT;ASSIGNORS:NCR CORPORATION;NCR INTERNATIONAL, INC.;REEL/FRAME:032034/0010 Effective date: 20140106 Owner name: JPMORGAN CHASE BANK, N.A., AS ADMINISTRATIVE AGENT Free format text: SECURITY AGREEMENT;ASSIGNORS:NCR CORPORATION;NCR INTERNATIONAL, INC.;REEL/FRAME:032034/0010 Effective date: 20140106"
US10015380B2;"3";Assignment;"2016/4/18";AS;"Owner name: JPMORGAN CHASE BANK, N.A., ILLINOIS Free format text: SECURITY AGREEMENT;ASSIGNORS:NCR CORPORATION;NCR INTERNATIONAL, INC.;REEL/FRAME:038646/0001 Effective date: 20160331"
US10015380B2;"4";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015381B2;"0";Assignment;"2015/12/2";AS;"Owner name: CANON KABUSHIKI KAISHA, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:TAKAI, JUNJI;REEL/FRAME:037197/0142 Effective date: 20150901"
US10015381B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015386B2;"0";Assignment;"2015/11/30";AS;"Owner name: CANON KABUSHIKI KAISHA, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:KONISHI, KAZUKI;REEL/FRAME:037170/0752 Effective date: 20150827"
US10015386B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015417B2;"0";Assignment;"2016/3/1";AS;"Owner name: SONY CORPORATION, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNORS:MITSUNAGA, TOMOO;KAIZU, SHUN;KURITA, TEPPEI;AND OTHERS;SIGNING DATES FROM 20160105 TO 20160122;REEL/FRAME:037961/0392"
US10015417B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
US10015420B2;"0";Assignment;"2017/4/28";AS;"Owner name: FUJIFILM CORPORATION, JAPAN Free format text: ASSIGNMENT OF ASSIGNORS INTEREST;ASSIGNOR:ONO, SHUJI;REEL/FRAME:042171/0129 Effective date: 20170323"
US10015420B2;"1";Information on status: patent grant;"2018/6/13";STCF;Free format text: PATENTED CASE
