"patent_id";"patent_name";"publication_number";"publication_date";"application_number";"application_date";"grant_number";"grant_date";"priority_date";"inventors";"patent_holder";"classification";"brief_description";"claims_count";"cited_patents_count";"cited_by_count";"legal_status"
US1002507A;"""Bicycle""";US1002507A;"";"""US64035811A""";"1911/7/24";US1002507A;"1911/9/5";"1911/7/24";"""William M Elsom,Samuel M Elson""";"""William M Elsom, Samuel M Elson""";B62K27/12||;"";"";"0";"1";US - Expired - Lifetime
US10025083B2;"""Adjustable dual""";US20170351078A1;"2017/12/7";"""US15/172,849""";"2016/6/3";US10025083B2;"2018/7/17";"2016/6/3";"""Ming-Chou Ku,Kai-Che Liu,Kun-Wei Lin,Ivan Ku,Shih-Chi Chan,Tong-Wen WANG,I-Chun Lee""";"""Visionnaire Medtech Co Ltd""";G02B21/22||G02B21/0012||G02B21/365||G02B7/001||G06T7/0012||H04N13/0207||H04N13/0296||H04N13/207||H04N13/296||H04N5/2252||H04N5/2253||H04N5/2254||H04N5/2257||;"""An adjustable dual-lens device for 3D stereoscopic surgical microscopes has an outer casing, an image set, and an adjusting set. The image set is mounted in the outer casing and has two lenses. The lenses are pivotally mounted in the outer casing at a spaced interval. The adjusting set is mounted in the outer casing and has two adjusting units. Each adjusting unit has a driving motor, a cam, and a limiting element. The driving motor is mounted in the outer casing adjacent to one of the lenses and has a driving shaft. The cam is eccentrically mounted around the driving shaft and is pressed against the lens that is adjacent to the driving motor. The limiting element is connected to the outer casing and the corresponding lens to enable the corresponding lens to press against the cam.""";"20";"2";"1";US - Active
US1002508A;"""Cuspidor attachment for closets.""";US1002508A;"";"""US42927408A""";"1908/4/25";US1002508A;"1911/9/5";"1908/4/25";"""William H Faust""";"""William H Faust""";E03D11/025||;"";"";"0";"5";US - Expired - Lifetime
US1002509A;"""Cuspidor.""";US1002509A;"";"""US48880009A""";"1909/4/9";US1002509A;"1911/9/5";"1909/4/9";"""Ervin M Fitz""";"""Ervin M Fitz""";A61J19/00||;"";"";"0";"6";US - Expired - Lifetime
US100250A;"""Improvement in fastenings for neck""";US100250A;"";"";"";US100250A;-10897;"";"";"";A44B6/00||Y10T24/1962||;"";"";"0";"1";US - Expired - Lifetime
US10025105B2;"""Display control apparatus, display control method, and recording medium for a head mounted display""";US20160252729A1;"2016/9/1";"""US15/019,339""";"2016/2/9";"";"2018/7/17";"2015/2/27";"""Nicolas Doucet,Yutaka Yokokawa,Masafumi NODA,Takumi Yoshida,Keiichiro Ishihara,Gento MORITA,Yuki Miyamae,Ngo Tuyen THIBAUD,Kazutomo Sasaki""";"""Sony Interactive Entertainment Inc""";G02B27/0179||A63F13/211||A63F13/212||A63F13/26||A63F13/40||A63F13/825||A63F13/95||G02B27/017||G02B27/0172||G06F3/011||G06F3/0304||G06F3/04815||A63F2300/308||G02B2027/014||G02B2027/0178||G02B2027/0187||;"""A display control apparatus includes: a head mounted display information acquisition block configured to acquire information indicative of a position of a head mounted display worn on a head of a user; an input apparatus information acquisition block configured to acquire information indicative of a position of an input apparatus for use by the user; an instruction input acquisition block configured to acquire information indicative of an instruction entered in the input apparatus; and an image generation block configured to generate an image to be displayed on the head mounted display on a basis of an instruction acquired by the instruction input acquisition block. The image generation block displays an image of the input apparatus at a position in the image determined on a basis of a relative position with the head mounted display of the input apparatus.""";"9";"10";"14";JP - Active, US - Pending
US1002511A;"""Shipping""";US1002511A;"";"""US53956710A""";"1910/1/22";US1002511A;"1911/9/5";"1910/1/22";"""Albert M Gifford,Fred M Gifford""";"""Albert M Gifford, Fred M Gifford""";B65D9/18||;"";"";"0";"1";US - Expired - Lifetime
US10025121B2;"""Optical waveguide element module""";US20170139240A1;"2017/5/18";"""US15/129,857""";"2015/3/27";"";"2018/7/17";"2014/3/28";"""Kei Katou,Norikazu Miyazaki,Youichi Hosokawa""";"""Sumitomo Osaka Cement Co Ltd""";G02F1/035||G02F1/0316||G02F1/0356||G02F1/2255||;"""An optical waveguide element module decreases discontinuity of electrical connection between an optical waveguide element and a relay substrate, without wire-bonding using long wires. An edge shape L of the signal electrode side of the ground electrode is surrounded by two shapes (L1, L2). Shape L1 is obtained by connecting an input end of the control electrode to a location where a space between the ground electrodes becomes W2. Shape L2 is such that an impedance change of the control electrode from the input end to the location at which the space between the ground electrodes becomes W2 is constant or continuously changes. A space between grounding wires connecting the ground electrodes of the element and ground lines of the relay substrate is larger than a space between the ground electrodes. In an embodiment, a terminal substrate and an output end of the control electrode are connected.""";"10";"11";"3";JP - Active, CN - Active Active Application Filing, US - Active Active Application Filing, WO - Active Active Application Filing
US1002513A;"""Automatic stoker.""";US1002513A;"";"""US60489011A""";"1911/1/26";US1002513A;"1911/9/5";"1911/1/26";"""William Thompson Hanna""";"""MECHANICAL CONSTRUCTION Co""";F23K3/00||;"";"";"0";"0";US - Expired - Lifetime
US10025142B2;"""Display device""";US20160062188A1;"2016/3/3";"""US14/610,078""";"2015/1/30";US10025142B2;"2018/7/17";"2014/9/3";"""Su Wan WOO,Un Byoll KO""";"""Samsung Display Co Ltd""";G02F1/133707||G02F1/134345||G02F1/13624||G02F2001/134345||;"""A display device may include a first substrate, a second substrate opposite the first substrate, a liquid crystal layer between the first substrate and the second substrate, and a pixel electrode disposed on the first substrate and including a plurality of subpixel electrodes. The subpixel electrode may include a horizontal stem electrode, a plurality of vertical stem electrodes, and a plurality of branch electrodes extending from at least one of the horizontal stem electrode and the vertical stem electrodes.""";"8";"4";"2";KR - Application Discontinuation, US - Active
US10025144B2;"""Liquid crystal display device""";US20160342041A1;"2016/11/24";"""US15/225,350""";"2016/8/1";US10025144B2;"2018/7/17";"2014/3/24";"""Kazuya DAISHI""";"""Japan Display Inc""";G02F1/134309||G02F1/133345||G02F1/133512||G02F1/133514||G02F1/13378||G02F1/13439||H01L27/1222||H01L27/124||H01L27/1255||G02F1/133519||G02F1/133528||G02F1/133531||G02F1/133738||G02F1/134318||G02F1/136218||G02F2001/133519||G02F2001/133531||G02F2001/133738||G02F2001/134318||G02F2001/136218||G02F2201/121||G02F2201/123||;"""In a liquid crystal display device, a first interlayer insulating film is arranged on a gate line and first, second and third source lines. A first common electrode includes a first sub-common electrode on the first interlayer insulating film and facing the gate line. A second insulating film covers the first common electrode. A first main pixel electrode extends on the second interlayer insulating film between the first source line and the second source line. A second main pixel electrode extends on the second interlayer insulating film between the second source line and the third source line. A second common electrode includes a second sub-common electrode extending on the second interlayer insulating film between the first source line and the second source line so as to face the first sub-common electrode, and is cut out between the second source line and the third source line.""";"11";"4";"3";JP - Pending, US - Active
US1002515A;"""Machine for carding flocculent material.""";US1002515A;"";"""US49921709A""";"1909/5/29";US1002515A;"1911/9/5";"1909/5/29";"""John Allen Heany""";"""HEANY FIRE PROOF WIRE Co""";D01G15/04||;"";"";"0";"0";US - Expired - Lifetime
US10025161B2;"""Light amount adjusting device""";US20170192337A1;"2017/7/6";"""US15/393,925""";"2016/12/29";US10025161B2;"2018/7/17";"2015/12/31";"""Miyakawa MASAE,Nam Il Kim""";"""Hanwha Techwin Co Ltd""";G02B26/02||G02B26/023||G02B5/005||G03B9/02||G03B9/06||H04N5/2254||;"""A light amount adjusting device includes: a first linear movement wing and a second linear movement wing respectively connected to a first side of a rotation center of the link and a second side opposite to the first side of the rotation center of the link, each of the first and second linear movement wings provided on the case and configured to linearly move in linear directions between a first position of the first linear movement wing; and a first rotation wing and a second rotation wing respectively connected to the link and rotatably coupled to the case so as to be rotated between a first position of the first and second rotation wings at which at least a portion of the aperture of the case is closed and a second position of the first and the second rotation wing at which the aperture of the case is opened.""";"20";"21";"2";KR - Application Discontinuation, EP - Active Active Active, US - Active Active Active, CN - Active Active Active
US10025162B2;"""Focus adjustment device for correcting autofocus of focus lens using captured image signal to be recorded, method for controlling the same, and image capture apparatus""";US20150316833A1;"2015/11/5";"""US14/699,665""";"2015/4/29";US10025162B2;"2018/7/17";"2014/5/1";"""Yumi Watanabe,Hideyuki Hamano""";"""Canon Inc""";G03B13/36||G02B7/28||G02B7/09||G02B7/282||G02B7/34||G02B7/365||G03B17/14||H04N5/23212||H04N5/232122||H04N5/232123||H04N9/04557||H04N5/232945||;"""A focus adjustment device obtains a correction value for correcting a result of autofocus, from aberration information regarding at least one of an astigmatism, a chromatic aberration, and a spherical aberration of an imaging optical system, and focus detection information regarding the autofocus. The focus adjustment device then controls a position of a focusing lens that the imaging optical system has, based on a result of the autofocus corrected using the correction value. By correcting the result of the autofocus while considering at least a focus condition of a photographic image, a focus detection error caused by an aberration of the optical system can be accurately corrected.""";"14";"42";"29";JP - Active, EP - Pending Active Pending Active IP Right Grant Active Active Active, US - Pending, KR - IP Right Grant IP Right Grant, CN - Pending Active Pending Active IP Right Grant Active Active Active
US10025163B2;"""Flash unit and emitted light amount control method""";US20170343887A1;"2017/11/30";"""US15/591,507""";"2017/5/10";"";"2018/7/17";"2016/5/25";"""Kanako Hoshino""";"""Olympus Corp""";G03B15/05||H04N5/2256||H04N5/2354||H05B37/0281||H05B47/16||G03B2215/0517||;"""A flash unit capable of being attached to a flash control unit, comprising: a memory that stores information relating to a light emission time for actual flash corresponding to a difference between an emitted light amount command value for actual flash and an emitted light amount command value for pre-flash, and a controller, including an light emission time calculation section that obtains light emission time corresponding to emitted light amount command value for actual flash based on emitted light amount command value for pre-flash, emitted light amount command value for actual flash, and information stored in the memory, wherein the controller inputs the emitted light amount command value for pre-flash and the emitted light amount command value for actual flash acquired to the light emission time calculation section, and controls actual flash of the flash light emitting source based on the light emission time.""";"11";"14";"3";JP - Pending, EP - Active Active, US - Active Active
US10025169B2;"""Grasping tool and projector""";US20170205690A1;"2017/7/20";"""US15/400,404""";"2017/1/6";US10025169B2;"2018/7/17";"2016/1/19";"""Hideki Takasuka,Takahiro Totsuka""";"""Seiko Epson Corp""";G03B21/145||A45F5/10||;"""A grasping tool which is attached to a device includes: a main body which is provided with two extending portions extending out in substantially the same direction and a connecting portion that connects respective one-side ends of the two extending portions; and a reinforcement portion that connects and reinforces a position different from that of the connecting portion, in the two extending portions. The main body and the reinforcement portion include an attachment portion that attaches the grasping tool to the device.""";"16";"6";"1";CN - Active, US - Active
US10025172B2;"""Light source device and image projection apparatus""";US20170090274A1;"2017/3/30";"""US15/221,691""";"2016/7/28";US10025172B2;"2018/7/17";"2015/9/29";"""Takatsugu Aizaki""";"""JVCKenwood Corp""";G03B21/208||G02B27/14||G02B27/144||G02B27/48||G03B21/2013||G03B21/2033||G03B21/2066||G02B27/149||;"""A light source device includes: a light source including a laser; a dispersing member disposed on a path of a laser beam emitted by the laser, and configured to disperse the laser beam into a plurality of dispersed beams with peak intensities lower than a peak intensity of the laser beam to emit the dispersed beams; and an optical component disposed on paths of the dispersed beams.""";"12";"3";"0";JP - Active, US - Active
US1002517A;"""Mechanism for controlling impact""";US1002517A;"";"""US44920908A""";"1908/8/19";US1002517A;"1911/9/5";"1908/8/19";"""George J Henry Jr""";"""PELTON WATER WHEEL CO""";F03B15/20||Y02E10/20||;"";"";"0";"0";US - Expired - Lifetime
US10025186B2;"""Active""";US20170168394A1;"2017/6/15";"""US15/444,471""";"2017/2/28";"";"2018/7/17";"2014/9/3";"""Akiyoshi GOTO,Masafumi Kojima,Keita Kato,Keiyu OU,Michihiro Shirakawa""";"""Fujifilm Corp""";C08F220/24||G03F7/039||G03F7/038||C08F220/18||C08F220/1809||C08F220/1812||C08F220/26||C08F220/28||C08F220/283||C08F220/36||C08F220/365||C08F228/06||C08F230/085||G03F7/004||G03F7/0045||G03F7/0397||G03F7/16||G03F7/168||G03F7/20||G03F7/2041||G03F7/32||G03F7/325||G03F7/327||G03F7/38||G03F7/40||H01L21/0274||C08F220/282||C08F2220/282||C08F2220/283||C08F2220/365||;"""The present invention has an object to provide an active-light-sensitive or radiation-sensitive resin composition having high DOF and low LWR; a pattern forming method using the composition; and a method for manufacturing an electronic device. The active-light-sensitive or radiation-sensitive resin composition of the present invention includes a resin P and a compound that generates an acid upon irradiation with active light or radiation, in which the resin P has a repeating unit p1 and a repeating unit p2 represented by specific formulae, and the repeating unit p2 does not have a group in which a hydroxy group of a hydroxyadamantyl group is protected with a group that decomposes by the action of an acid to leave.""";"12";"19";"3";WO - Application Filing IP Right Grant Active , KR - Application Filing IP Right Grant Active , JP - Application Filing IP Right Grant Active , TW - Application Filing IP Right Grant Active , US - Active
US1002518A;"""Scythe and snathe coupling.""";US1002518A;"";"""US61941111A""";"1911/4/6";US1002518A;"1911/9/5";"1911/4/6";"""Charles Jackson""";"""Charles Jackson""";F16B5/0225||Y10T403/125||Y10T403/7077||;"";"";"0";"0";US - Expired - Lifetime
US10025203B2;"""Method and arrangement for actuating an element""";US20170023869A1;"2017/1/26";"""US15/283,659""";"2016/10/3";US10025203B2;"2018/7/17";"2014/4/7";"""Gerald Rothenhoefer,Christian Kempter""";"""Carl Zeiss SMT GmbH""";G03F7/70766||G02B7/181||G02B7/1828||G03F7/70758||G03F7/70825||G03F7/70891||;"""The disclosure relates to a method and an arrangement for actuating an element in a system for microlithography. According to an aspect in at least one degree of freedom an actuator force is exerted on the element via at least two actuator components. The actuator components are driven independently of one another for generating the actuator force. Driving is effected so that a thermal power introduced into the system on account of the generation of the actuator force by the actuator components deviates from a predefined constant value by not more than 20%.""";"19";"18";"2";DE - Withdrawn, WO - Application Filing Active , JP - Application Filing Active , TW - Application Filing Active , US - Active
US10025208B2;"""Electrophotographic photoreceptor and image forming apparatus""";US20170285496A1;"2017/10/5";"""US15/450,094""";"2017/3/6";US10025208B2;"2018/7/17";"2016/4/5";"""Seisuke MAEDA,Kazuhiro KURAMOCHI""";"""Konica Minolta Inc""";G03G5/043||G03G15/75||G03G5/05||G03G5/0592||G03G5/087||G03G2215/00957||;"""An electrophotographic photoreceptor includes: a conductive support; and a photosensitive layer which contains an electric charge generating material and an electric charge transport material, wherein a layer configuring a surface of the electrophotographic photoreceptor contains a resin binder, and conductive particles A and B dispersed in the resin binder, the conductive particles A have a single peak and volume resistance ��1, the conductive particles B have a single peak and volume resistance ��2, when a particle diameter of the conductive particles A is set to d1, and a particle diameter of the conductive particles B is set to d2, Expression (1) is satisfied, and when the volume resistance of the conductive particles A is set to ��1, and the volume resistance of the conductive particles B is set to ��2, Expression (2) is satisfied: 4��d2��d1��20��d2??(1) 10����1<��2??(2).""";"8";"4";"0";JP - Active, US - Active
US1002520A;"""Drawer for filing""";US1002520A;"";"""US56893010A""";"1910/6/25";US1002520A;"1911/9/5";"1910/6/25";"""William E Jones,Charles Carothers""";"""William E Jones, Charles Carothers""";A47B2210/0059||;"";"";"0";"0";US - Expired - Lifetime
US10025217B2;"""Cartridge and image forming apparatus""";US20160252878A1;"2016/9/1";"""US15/052,045""";"2016/2/24";US10025217B2;"2018/7/17";"2015/2/27";"""Takashi Kimura,Yu Fukasawa,Tachio Kawai""";"""Canon Inc""";G03G15/025||G03G15/0216||G03G21/1803||G03G21/181||G03G21/1814||;"""A cartridge includes a first maintaining member and a second maintaining member, each disposed on respective end portions of a charging roller in an axial direction of the charging roller and configured to maintain a position of the charging roller at a first position, and a first moving portion and a second moving portion, each disposed on respective end portions of an image bearing member in an axial direction of the image bearing member and configured to respectively abut on and move the first and second maintaining members according to rotation of the image bearing member so as to move the charging roller from the first position to the second position. When the image bearing member is rotated in which the charging roller is in the first position, the first moving portion abuts on the first maintaining member, and then the second moving portion abuts on the second maintaining member.""";"14";"22";"4";JP - Active, US - Active
US10025218B2;"""Image forming apparatus including high voltage generating circuit""";US20180074427A1;"2018/3/15";"""US15/698,509""";"2017/9/7";US10025218B2;"2018/7/17";"2016/9/12";"""Hirohisa Nakajima""";"""Canon Inc""";G03G15/0266||G03G15/00||G03G15/0283||G03G15/065||G03G15/55||G03G15/553||G03G21/00||H04N1/00899||H04N1/00904||G03G15/75||H04N1/00037||H04N1/00076||;"""An image forming apparatus includes: a first power source that supplies a charging voltage to a charger; a second power source that supplies a developing voltage to a developer; a first current detector that detects a current in the charger; a second current detector that detects a current in the developer; an OR circuit to which a first detection signal of the first current detector and a second detection signal of the second current detector are input; and a controller that determines an error related to the first power source or the photoreceptor or an error related to the second power source or the developer on the basis of an output signal of the OR circuit, which is output correspondingly to a level of the first detection signal or a level of the second detection signal.""";"20";"8";"1";JP - Pending, CN - Pending Active, US - Pending Active
US10025219B2;"""Printing apparatus and substrate for driving light""";US20170090336A1;"2017/3/30";"""US15/254,851""";"2016/9/1";US10025219B2;"2018/7/17";"2015/9/24";"""Wataru Endo,Hiroyuki Nakamura""";"""Canon Inc""";G03G15/043||H05B37/0227||H05B47/14||;"""A printing apparatus comprising a light-emitting element, a light-receiving element configured to output a monitor current based on a light-emitting amount from the light-emitting element, a comparison unit connected to the light-receiving element and configured to compare the monitor current with a reference current, a driving unit configured to drive the light-emitting element based on the comparison result, a current generation unit configured to generate a first current, and a conversion unit arranged in a path between the current generation unit and the comparison unit, the conversion unit outputting, upon receiving a control signal, the reference current based on the control signal and the first current.""";"18";"19";"1";JP - Active, US - Active
US1002521A;"""Vacuum""";US1002521A;"";"""US59720110A""";"1910/12/14";US1002521A;"1911/9/5";"1910/12/14";"""Frank Kennedy""";"""A L MACKINTOSH, AUGUST DONNERBERG, C A BEDELL, C T LILLARD, F S RIEDER, P M VUCASH, SAM MOTHERSHEAD, W C CECIL""";F04B9/02||;"";"";"0";"2";US - Expired - Lifetime
US10025224B2;"""Powder detection device and development device""";US20170299979A1;"2017/10/19";"""US15/482,171""";"2017/4/7";US10025224B2;"2018/7/17";"2016/4/15";"""Tomoya Usui""";"""Sharp Corp""";G03G15/0831||G03G15/0848||G03G15/095||G03G15/0856||G03G15/0862||G03G2215/0897||;"""A powder detection device includes a detection unit, a cleaning unit, and a drive unit. The detection unit includes detection surfaces provided in a storage container and enables detection of powder through the detection surfaces. The cleaning unit removes the powder from the detection surfaces by sliding along the detection surfaces. The drive unit reciprocates the cleaning unit along a path extending through the detection surfaces and differentiates a speed at which the cleaning unit is moved in a first direction along the path from a speed at which the cleaning unit is moved in a second direction opposite to the first direction.""";"10";"9";"0";JP - Active, US - Active, CN - Active Active
US10025225B2;"""Developing cartridge capable of reducing size of image forming apparatus""";US20170185001A1;"2017/6/29";"""US15/280,614""";"2016/9/29";US10025225B2;"2018/7/17";"2015/12/25";"""Nao Itabashi,Junichi Yokoi""";"""Brother Industries Ltd""";G03G15/0867||G03G15/0863||G03G15/0896||G03G21/1647||G03G21/1896||;"""A developing cartridge may include: a casing configured to accommodate developer therein, the casing extending in the first direction; a coupling rotatable about a first axis extending in the first direction, the coupling being positioned at one side of the casing in the first direction; a detection gear rotatable about a second axis extending in the first direction, the detection gear being positioned at another side of the casing in the first direction; and a storage medium including an electric contact surface, the electric contact surface being positioned at the one side of the casing in the first direction.""";"39";"21";"6";JP - Active, CA - Active Active Application Filing  Application Discontinuation Application Filing Active Pending Active, AU - Active Active Application Filing  Application Discontinuation Application Filing Active Pending Active, KR - Active Active Application Filing  Application Discontinuation Application Filing Active Pending Active, NZ - Active Active Application Filing  Application Discontinuation Application Filing Active Pending Active, WO - Active Active Application Filing  Application Discontinuation Application Filing Active Pending Active, US - Active Pending, CN - Active Active Application Filing  Application Discontinuation Application Filing Active Pending Active
US10025229B2;"""Belt unit, transfer device, and image forming apparatus""";US20160187818A1;"2016/6/30";"""US14/978,651""";"2015/12/22";US10025229B2;"2018/7/17";"2014/12/26";"""Hiroki Matsuura""";"""Ricoh Co Ltd""";G03G15/1615||G03G21/1647||;"""A belt unit includes an endless belt, a plurality of support rotators, a pair of supports, and a stopper. The endless belt is wound around the plurality of support rotators. The pair of supports extend in a direction intersecting an axial direction of each of the plurality of support rotators. The pair of supports are disposed opposite to and spaced away from each other, to rotatably support both ends of each of the plurality of support rotators in the axial direction. The stopper is disposed at at least one end of at least one support rotator of the plurality of support rotators and outside from a corresponding one support of the pair of supports in the axial direction, to restrict movement of the corresponding one support in the axial direction.""";"19";"20";"0";JP - Active, US - Active
US10025235B2;"""Image forming apparatus with power supplies for secondary transfer unit""";US20180059584A1;"2018/3/1";"""US15/677,715""";"2017/8/15";US10025235B2;"2018/7/17";"2016/8/24";"""Kenji Tamaki,Kenji Izumiya,Satoshi Ogata,Hidenori Mine,Hirokatsu KODAMA""";"""Konica Minolta Inc""";G03G15/1675||G03G15/0189||;"""An image forming apparatus includes: an image holder that holds a toner image; a transferer that is disposed opposite to the image holder so as to be in contact with the image holder and transfers the toner image from the image holder onto a recording sheet that is going through a contact part where the transferer contacts the image holder, by applying a transfer voltage between the transferer and the image holder; a first power source that applies a voltage of a first polarity to the image holder; and a second power source that applies a voltage of a second polarity, which is reverse to the first polarity, to the transferer.""";"6";"10";"0";JP - Active, US - Active
US10025236B2;"""Transfer roller and image forming apparatus""";US20170363993A1;"2017/12/21";"""US15/619,910""";"2017/6/12";US10025236B2;"2018/7/17";"2016/6/16";"""Hiroki Sasame,Shinsuke Kobayashi,Takaaki Akamatsu,Kohei Okayasu,Kenji Shindo""";"""Canon Inc""";G03G15/1685||G03G15/065||G03G15/1675||G03G15/2039||G03G15/2078||G03G15/657||G03G2215/00679||G03G2215/1623||;"""A relationship 150��Rs (��)/Rm (��)��4000 is established in an environment of a temperature of 15�� C. and a humidity of 10% in a case where a surface resistance of a transfer roller is Rs (��) when a current is fed between a pair of electrodes facing each other in an axial direction of the transfer roller and arranged on a surface of the transfer roller with an interval of 5 mm therebetween, the electrodes having a width of 20 mm in a circumferential direction of the transfer roller in a state of being arranged on the transfer roller, and in a case where a combined resistance of a first layer and a second layer is Rm (��) when the current is fed from a core portion to an outer peripheral surface of the second layer.""";"9";"15";"0";JP - Active, US - Active
US10025237B2;"""Image forming apparatus and recording medium transport apparatus""";US20180067426A1;"2018/3/8";"""US15/456,768""";"2017/3/13";"";"2018/7/17";"2016/9/2";"""Tsuyoshi SUNOHARA,Takahito Chiba,Hidehiko Yamaguchi,Hideki Moriya""";"""Fuji Xerox Co Ltd""";G03G15/2028||G03G15/5054||G03G15/657||G03G21/14||G03G2215/00945||G03G2215/2045||;"""An image forming apparatus includes: a transport unit configured to pinch and transport a recording medium at a first transport speed, a fixing unit configured to fix an image formed on the recording medium while pinching and transporting the recording medium, which is transported by the transport unit, at a second transport speed, a driving unit configured to drive the fixing unit, a detector configured to detect a load of the driving unit, and a controller configured to perform a control to adjust a speed difference between the first transport speed and the second transport speed with respect to a subsequently transported recording medium when the load becomes larger than a reference value after a peak value of the load when the recording medium enters the fixing unit is detected by the detector.""";"17";"9";"0";JP - Active, US - Active Active, CN - Active Active
US10025239B2;"""Image forming apparatus determining order for starting first motor and second motor by using temperature of fixing device""";US20170285536A1;"2017/10/5";"""US15/468,725""";"2017/3/24";US10025239B2;"2018/7/17";"2016/3/30";"""Sadaharu KATO""";"""Brother Industries Ltd""";G03G15/205||G03G15/04072||G03G15/2039||G03G15/5004||G06K15/406||H04N1/00904||H04N1/113||;"""In an image forming apparatus a controller starts a heater to heat up in response to a print command In a first case where temperature of the fixing device at a timing of reception of the print command is lower than a first threshold value, the controller starts rotating a first motor, and subsequently starts rotating a second motor before the conveying device conveys the sheet according to the received print command. The first threshold value is lower than the target temperature. In a second case where the temperature of the fixing device at the timing of reception of the print command is higher the first threshold value, the controller starts rotating the second motor, and subsequently starts rotating the first motor before the conveying device conveys the sheet according to the received print command.""";"19";"19";"2";JP - Active, US - Active
US1002523A;"""Finger""";US1002523A;"";"""US62094511A""";"1911/4/13";US1002523A;"1911/9/5";"1911/4/13";"""Alfred R King""";"""Alfred R King""";B43L17/04||;"";"";"0";"0";US - Expired - Lifetime
US10025248B2;"""Image forming apparatus having a selecting portion for selecting an execution order of a number of fixing operations""";US20160327895A1;"2016/11/10";"""US15/136,256""";"2016/4/22";US10025248B2;"2018/7/17";"2015/5/8";"""Nobuhiro Kikuchi,Yasuharu Chiyoda,Masahiro Tsujibayashi,Satoru Yamamoto,Katsuya Nakama""";"""Canon Inc""";G03G15/5016||G03G15/205||G03G21/14||G03G15/20||G03G15/2032||G03G15/5075||G03G15/5079||G03G21/1685||G03G2215/00514||G03G2215/00556||;"""An image forming apparatus includes an input portion into which a job is to be input, an image forming portion configured to form a toner image on a recording material to execute the job input into the input portion, a fixing portion configured to fix, on the recording material, the toner image formed by the image forming portion, the fixing portion being capable of being replaced with another fixing portion depending on a content of the job, a selecting portion configured to prompt an operator to select one of a plurality of modes before a plurality of jobs are successively reserved, and a controller configured to control the execution order of reserved jobs. The controller can change the execution order of the plurality of jobs so as to decrease the number of times of replacement of the fixing portion, or the controller can maintain the execution order of the plurality of jobs in a reserved order.""";"25";"40";"0";EP - Active Active Application Discontinuation Pending, US - Abandoned, KR - Active Active Application Discontinuation Pending, CN - Active Active Application Discontinuation Pending
US10025249B2;"""Image forming device""";US20170336744A1;"2017/11/23";"""US15/588,877""";"2017/5/8";US10025249B2;"2018/7/17";"2016/5/18";"""Yoriko NODA""";"""Konica Minolta Inc""";G03G15/5016||G03G15/50||G03G15/502||G03G15/652||G03G15/6564||G03G2215/00455||;"""An image forming device is provided. The image forming device includes: a conveyance unit that conveys a continuous paper, an image forming unit that forms an image on a continuous paper conveyed by the conveyance unit, a job selection unit that selects a job to be executed, and a processor that calculates an image forming distance and indicates the calculated image forming distance on a display. The image forming distance is a length in a conveyance direction of the continuous paper needed to execute the selected job.""";"20";"17";"2";JP - Active, US - Active
US10025251B2;"""Image forming apparatus and sheet accommodation unit""";US20180039216A1;"2018/2/8";"""US15/726,946""";"2017/10/6";US10025251B2;"2018/7/17";"2015/6/29";"""Hiroharu Tsuji,Masayoshi Fukatsu,Yohei Suzuki""";"""Canon Inc""";G03G15/6529||B65H29/22||B65H29/58||B65H31/02||B65H31/22||B65H31/24||B65H31/3027||B65H31/3063||B65H31/3081||B65H39/042||B65H43/00||G03G15/6552||B65H2220/09||B65H2301/34112||B65H2301/3412||B65H2301/4212||B65H2301/4213||B65H2402/443||B65H2404/632||B65H2405/11151||B65H2405/332||B65H2408/111||B65H2408/1143||G03G2215/00421||G03G2215/00907||;"""An image forming apparatus includes a main body of the image forming apparatus with an opening portion, an image forming unit, an accommodation portion, a stack portion, a sheet moving unit, and a control unit that controls switching between a first mode that moves, with the sheet moving unit, a sheet accommodated in the accommodation portion and stops the sheet when a part of the sheet is exposed external to the main body of the image forming apparatus from the opening portion, and a second mode that moves the sheet, with the sheet moving unit, accommodated in the accommodation portion and that discharges the sheet to the stack portion.""";"8";"19";"4";US - Active
US10025254B2;"""Image forming apparatus and control program""";US20170285552A1;"2017/10/5";"""US15/440,362""";"2017/2/23";US10025254B2;"2018/7/17";"2016/3/30";"""Yohei Nakade""";"""Konica Minolta Inc""";G03G15/70||G03G15/1605||G03G15/5004||G03G15/5054||G03G15/55||G03G15/5033||G03G15/5041||G03G15/5058||G03G15/553||G03G15/75||G03G15/757||G03G21/145||G03G2215/00029||G03G2215/00033||G03G2215/00037||G03G2215/00042||G03G2215/00059||;"""An image forming apparatus includes: an image forming unit configured to form an image pattern on a medium, a predetermined image repeatedly appearing in a first cycle in a sub scanning direction in the image pattern; a density detector configured to optically detect a density of the image pattern in the sub scanning direction; a cyclic image detector configured to detect a feature image having a second cycle corresponding to the first cycle in accordance with a result of the detection; and a state determining unit configured to determine whether a cycle depending on an outer circumference of a rotary member included in the image forming apparatus corresponds to the second cycle when the feature image is detected by the cyclic image detector, and determine that a state of the rotary member has deteriorated when the cycle depending on the outer circumference is determined to correspond to the second cycle.""";"20";"12";"1";JP - Active, US - Active
